name,line
Kazuya Kinoshita,Why does the review scale only go up to five? I’d give you ten stars if I could! 
Kazuya Kinoshita,"Oh, and I won’t talk to you at college. "
Kazuya Kinoshita,"I’ll try to avoid you while taking out the trash and stuff, too. "
Kazuya Kinoshita,And I won’t rent you anymore. 
Kazuya Kinoshita,I won’t rent Mizuhara Chizuru out anymore. 
Chizuru Ichinose,Your phone’s ringing. 
Kazuya Kinoshita,"O-Oh, it is. "
Chizuru Ichinose,"Sorry, could you leave me alone? "
Kazuya Kinoshita,O-Okay. 
Kazuya Kinoshita,Mami-chan? 
Kazuya Kinoshita,Hello? 
chan,Kazu-kun? You free to talk? 
Kazuya Kinoshita,"Yeah, for a bit. "
chan,"Wow, it’s so loud there. What are you doing? "
Kazuya Kinoshita,I… I’m just outdoors. 
chan,I want to talk. Can we meet now? 
chan,Kazu-kun?
Kazuya Kinoshita,"N-Not right now, but in a bit, sure."
chan,How long do you need? 
Kazuya Kinoshita,"Ten minutes? Fifteen, maybe? "
chan,Got it. 
Kazuya Kinoshita,Wh-Where are you? 
Kazuya Kinoshita,The hotel lobby? Just outside? 
chan,The pool.
chan,The hotel’s swimming pool.
chan,I’m waiting all by myself. 
chan,And I’ll wait till you get here. 
chan,"Are you listening, Kazu-kun? "
Kazuya Kinoshita,"Y-Yeah, I am. "
Kazuya Kinoshita,What floor is that?
Kazuya Kinoshita,Fourth floor? Got it. 
